ID,Country,Year,Month,Day of Week,Time of Day,Urban/Rural,Road Type,Weather Conditions,Visibility Level,Speed Limit,Driver Alcohol Level,Driver Fatigue,Vehicle Condition,Accident Severity,Traffic Volume,Road Condition,Accident Cause,Region,Vehicle Type
3358,Japan,2007,September,Monday,Afternoon,Rural,Highway,Snowy,270.2158306449868,71,0.0562115420094794,0,Moderate,Moderate,8207.65048644717,Dry,Distracted Driving,Australia,Truck
3359,Germany,2011,August,Sunday,Afternoon,Rural,Main Road,Windy,160.0778362082057,101,0.0149248841973341,1,Moderate,Severe,6174.760688255809,Wet,Distracted Driving,Asia,Bicycle
3360,Canada,2005,May,Friday,Evening,Rural,Main Road,Snowy,458.9895085438979,113,0.2038106803987509,0,Poor,Severe,4210.171342240857,Dry,Mechanical Failure,Europe,Bicycle
3361,Germany,2009,November,Wednesday,Evening,Urban,Street,Windy,202.18026198150017,106,0.0849866378818181,0,Poor,Severe,1964.4928113514627,Wet,Mechanical Failure,Europe,Bicycle
3362,Russia,2011,May,Saturday,Night,Urban,Highway,Rainy,377.50940013060574,51,0.0113919006542182,1,Good,Moderate,929.7388595536521,Wet,Drunk Driving,Australia,Bicycle
3363,USA,2017,July,Friday,Night,Rural,Main Road,Foggy,193.86705712510576,102,0.0904133005112061,0,Poor,Minor,8101.5538965826745,Icy,Weather,North America,Bicycle
3364,UK,2011,December,Saturday,Evening,Urban,Main Road,Snowy,198.2976167994268,53,0.0896721315383623,0,Poor,Minor,7494.095788966189,Icy,Distracted Driving,Europe,Truck
3365,India,2024,February,Tuesday,Afternoon,Urban,Street,Snowy,150.35408676513077,31,0.1388020890320178,0,Good,Moderate,7967.377635605981,Snow-covered,Speeding,South America,Truck
3366,China,2015,September,Sunday,Afternoon,Urban,Main Road,Foggy,142.46100823230483,55,0.1573995031215147,0,Good,Moderate,5800.941708494347,Dry,Mechanical Failure,Europe,Bicycle
3367,Brazil,2007,June,Monday,Morning,Rural,Main Road,Windy,416.0465071751081,58,0.1428273136592568,0,Good,Severe,467.1438898768992,Snow-covered,Mechanical Failure,Europe,Car
3368,USA,2005,September,Monday,Night,Urban,Highway,Rainy,434.9263060212537,53,0.1988681353508966,1,Moderate,Moderate,1185.7268865297485,Wet,Drunk Driving,Asia,Motorcycle
3369,Germany,2007,May,Friday,Afternoon,Rural,Street,Snowy,103.55195495643927,63,0.2499883248920729,1,Poor,Severe,2190.958781605097,Icy,Distracted Driving,North America,Bicycle
3370,India,2006,January,Monday,Afternoon,Rural,Main Road,Windy,95.2504734559715,30,0.0163365401447827,0,Good,Severe,8226.857211492865,Icy,Mechanical Failure,South America,Car
3371,Australia,2011,June,Sunday,Night,Urban,Highway,Rainy,229.9060502037486,103,0.0430525717633918,1,Poor,Moderate,6692.049315929597,Wet,Drunk Driving,Asia,Car
3372,Japan,2003,July,Monday,Night,Rural,Street,Snowy,187.71991859629583,42,0.2119257457392578,1,Good,Minor,2082.140514872115,Wet,Weather,Australia,Car
3373,Russia,2022,June,Monday,Night,Rural,Highway,Windy,238.8341331705716,81,0.143943531040886,1,Poor,Severe,3841.9744462400154,Wet,Drunk Driving,Australia,Motorcycle
3374,China,2001,November,Tuesday,Afternoon,Urban,Highway,Foggy,364.6820973543343,99,0.1102459595608751,0,Moderate,Minor,6231.315106776382,Wet,Drunk Driving,South America,Bicycle
3375,Russia,2000,August,Tuesday,Morning,Urban,Street,Foggy,149.9776001454663,77,0.1460194555102484,0,Poor,Severe,8426.653496170664,Snow-covered,Mechanical Failure,Europe,Bicycle
3376,India,2010,April,Thursday,Afternoon,Urban,Highway,Foggy,283.7255428005965,92,0.0063834522637646,0,Good,Minor,6288.729771327406,Dry,Drunk Driving,South America,Motorcycle
3377,Brazil,2010,February,Saturday,Night,Rural,Main Road,Snowy,357.54212321505014,115,0.0220141219168515,0,Moderate,Severe,6089.181803448773,Dry,Drunk Driving,Australia,Car
3378,Russia,2005,May,Sunday,Evening,Rural,Main Road,Snowy,409.1837740564805,97,0.057049098982522,1,Moderate,Severe,925.7137185045923,Wet,Speeding,Europe,Truck
3379,China,2000,June,Sunday,Afternoon,Rural,Street,Windy,99.43305572813746,50,0.1504261817457002,1,Moderate,Minor,1283.4561396197114,Snow-covered,Weather,Australia,Car
3380,UK,2012,April,Wednesday,Morning,Urban,Highway,Rainy,191.5688601628857,94,0.0647005798041426,0,Poor,Severe,4826.811569584122,Dry,Mechanical Failure,North America,Truck
3381,Russia,2019,November,Saturday,Evening,Urban,Main Road,Rainy,262.0168200939546,64,0.0525572979809634,0,Moderate,Moderate,1490.8220204641946,Wet,Weather,Australia,Truck
3382,Russia,2010,February,Saturday,Afternoon,Urban,Highway,Snowy,142.35541309503117,114,0.0165719149601793,0,Good,Moderate,8471.785083323579,Snow-covered,Speeding,Australia,Bicycle
3383,Germany,2019,October,Friday,Evening,Urban,Street,Clear,192.21500673171812,34,0.1968161139619237,0,Good,Minor,2895.251407001728,Icy,Drunk Driving,South America,Truck
3384,Japan,2008,July,Monday,Afternoon,Urban,Highway,Clear,83.29897635928194,112,0.032380346698174,1,Moderate,Severe,6095.530874928309,Dry,Speeding,South America,Bicycle
3385,China,2007,June,Monday,Morning,Urban,Highway,Windy,337.7315622301141,61,0.2432858555961822,1,Moderate,Severe,302.5757247041076,Snow-covered,Weather,North America,Car
3386,India,2004,January,Tuesday,Evening,Rural,Main Road,Windy,184.2059609570653,68,0.0342964926267999,1,Good,Moderate,5574.443889447514,Icy,Drunk Driving,North America,Motorcycle
3387,Brazil,2016,May,Friday,Night,Rural,Street,Rainy,314.5016522274732,113,0.1775882759370588,0,Poor,Severe,3740.491647450715,Snow-covered,Mechanical Failure,Asia,Truck
3388,Japan,2010,September,Saturday,Night,Urban,Main Road,Rainy,67.16753754264386,42,0.1008667733466577,0,Good,Moderate,6766.664033237162,Snow-covered,Speeding,South America,Bicycle
3389,UK,2006,June,Sunday,Afternoon,Rural,Street,Foggy,420.395895223124,64,0.0961145443548574,0,Poor,Severe,2754.4013438671477,Dry,Speeding,North America,Truck
3390,Russia,2022,January,Saturday,Afternoon,Urban,Main Road,Windy,364.1638321462627,89,0.2323572284730339,0,Good,Severe,7566.612425104283,Dry,Weather,Asia,Truck
3391,Australia,2007,November,Tuesday,Evening,Urban,Street,Windy,195.2892919553512,32,0.0507174007382203,0,Poor,Severe,6515.771536133873,Icy,Weather,Asia,Car
3392,UK,2021,October,Friday,Evening,Urban,Highway,Rainy,407.6934611107646,117,0.0833724921249961,1,Good,Minor,6179.056827418079,Dry,Drunk Driving,Asia,Car
3393,Germany,2017,August,Wednesday,Afternoon,Urban,Highway,Foggy,367.6795722045404,82,0.1309465591347458,0,Good,Moderate,5978.437460144399,Wet,Mechanical Failure,South America,Bicycle
3394,UK,2020,June,Saturday,Morning,Urban,Street,Rainy,374.8851258827835,77,0.1101028482541068,1,Good,Severe,1003.867029488912,Icy,Distracted Driving,South America,Truck
3395,China,2001,December,Monday,Afternoon,Urban,Main Road,Rainy,133.20792098988065,73,0.0770143192381474,1,Moderate,Minor,8011.481426783016,Snow-covered,Drunk Driving,South America,Truck
3396,UK,2016,June,Monday,Evening,Rural,Main Road,Clear,121.06491522624955,57,0.201978377177158,1,Moderate,Minor,6766.537217143783,Wet,Speeding,Asia,Truck
3397,China,2012,February,Tuesday,Night,Rural,Highway,Clear,104.6981002984076,75,0.2300633446058757,0,Moderate,Moderate,5820.87830196889,Dry,Weather,Europe,Motorcycle
3398,Germany,2023,November,Tuesday,Evening,Urban,Highway,Clear,414.11294091538406,109,0.0582481792118705,0,Poor,Moderate,255.69544549144993,Snow-covered,Weather,South America,Bicycle
3399,China,2013,April,Sunday,Evening,Rural,Main Road,Foggy,421.0792353996304,87,0.2105929065731184,0,Good,Minor,9487.700962444294,Snow-covered,Mechanical Failure,North America,Car
3400,UK,2014,August,Friday,Afternoon,Urban,Street,Windy,149.70236345959407,110,0.069752033276907,0,Moderate,Severe,8953.107847542064,Dry,Distracted Driving,Europe,Car
3401,Germany,2008,November,Sunday,Night,Urban,Main Road,Rainy,329.83787448013874,83,0.0918746664506777,0,Poor,Severe,847.2860162608663,Wet,Speeding,Europe,Motorcycle
3402,Australia,2020,March,Friday,Night,Urban,Highway,Clear,356.06418118540904,68,0.1926992997344304,1,Poor,Minor,5192.042940257359,Icy,Speeding,North America,Car
3403,Japan,2024,January,Saturday,Night,Rural,Highway,Snowy,248.6011575661916,49,0.2169478343847014,1,Moderate,Moderate,5492.856945393332,Icy,Drunk Driving,Australia,Truck
3404,China,2004,December,Monday,Evening,Rural,Highway,Rainy,462.697995971587,86,0.1924821365981807,0,Moderate,Moderate,9213.511585256121,Snow-covered,Distracted Driving,North America,Motorcycle
3405,Germany,2004,February,Sunday,Morning,Urban,Street,Rainy,458.5905515921533,43,0.1243081666090194,1,Good,Minor,3171.406122139753,Dry,Mechanical Failure,Australia,Bicycle
3406,Australia,2019,March,Friday,Afternoon,Urban,Main Road,Windy,304.9816626150358,40,0.1659441742509634,1,Good,Minor,1600.602431450688,Snow-covered,Speeding,South America,Truck
3407,Australia,2015,June,Tuesday,Night,Urban,Highway,Snowy,189.471967807684,64,0.0140670070674566,1,Poor,Severe,2296.7214863725953,Dry,Weather,Europe,Car
3408,Germany,2009,November,Friday,Morning,Urban,Main Road,Windy,471.45731282981126,52,0.126269094324036,0,Moderate,Minor,3530.3975608877017,Wet,Drunk Driving,North America,Motorcycle
3409,Australia,2020,January,Wednesday,Evening,Rural,Main Road,Snowy,461.0305635359073,96,0.1316676686372444,1,Moderate,Severe,6730.950952140792,Dry,Speeding,South America,Truck
3410,China,2024,January,Saturday,Morning,Rural,Main Road,Foggy,312.8173263865584,100,0.2023123752967963,1,Good,Moderate,5127.448787371139,Icy,Drunk Driving,Australia,Bicycle
3411,India,2005,November,Saturday,Morning,Rural,Highway,Rainy,326.0235034417155,45,0.2095862371077984,1,Good,Minor,6177.071175712425,Icy,Speeding,North America,Truck
3412,India,2000,June,Saturday,Evening,Rural,Street,Clear,70.14024606770735,69,0.1189866095020969,1,Good,Severe,2238.5955321617166,Icy,Drunk Driving,Asia,Bicycle
3413,Germany,2000,July,Monday,Morning,Rural,Main Road,Windy,444.2071851987017,80,0.2128992272649766,0,Good,Severe,9365.668268963234,Icy,Weather,Australia,Bicycle
3414,China,2021,April,Thursday,Evening,Urban,Street,Windy,131.2826523710765,109,0.2411888498354317,0,Moderate,Minor,7937.303932111813,Icy,Drunk Driving,Asia,Bicycle
3415,Russia,2005,April,Sunday,Morning,Urban,Highway,Windy,369.9366959731477,75,0.2483446501833931,1,Good,Minor,7116.880885474495,Dry,Distracted Driving,North America,Bicycle
3416,Canada,2004,October,Monday,Morning,Rural,Main Road,Foggy,498.3612914247178,71,0.0153907598004373,0,Good,Moderate,7238.827034762224,Snow-covered,Distracted Driving,North America,Truck
3417,Japan,2022,July,Monday,Morning,Urban,Main Road,Windy,196.74193139843808,110,0.0964098744886342,0,Good,Severe,3230.7946163118804,Dry,Speeding,South America,Motorcycle
3418,Germany,2024,May,Sunday,Night,Rural,Street,Windy,307.43052178304737,62,0.2220967208146763,1,Moderate,Minor,9739.692341180451,Snow-covered,Mechanical Failure,South America,Truck
3419,Canada,2006,May,Wednesday,Morning,Urban,Street,Rainy,488.5517179623606,101,0.2053644229161788,0,Good,Moderate,2477.6399914610097,Dry,Drunk Driving,North America,Car
3420,USA,2011,July,Tuesday,Night,Urban,Main Road,Rainy,160.67091414561742,107,0.2039428295334389,0,Moderate,Moderate,2631.191455680658,Icy,Drunk Driving,Australia,Truck
3421,USA,2020,March,Saturday,Morning,Urban,Main Road,Rainy,311.70663217613867,71,0.1697131224601167,1,Poor,Severe,7857.82819289378,Icy,Distracted Driving,Australia,Bicycle
3422,Australia,2007,August,Friday,Night,Rural,Main Road,Rainy,84.67474630093514,42,0.2304018628307281,0,Moderate,Severe,4515.087480467759,Wet,Speeding,Asia,Bicycle
3423,UK,2004,October,Monday,Morning,Rural,Street,Foggy,308.9311447409174,107,0.1517654337959695,0,Poor,Moderate,5148.4138811548055,Dry,Weather,Europe,Bicycle
3424,Japan,2011,July,Saturday,Evening,Urban,Street,Clear,276.237254840334,68,0.1387780323018062,0,Poor,Minor,552.5720243821099,Dry,Drunk Driving,Australia,Truck
3425,Canada,2004,June,Tuesday,Night,Rural,Main Road,Clear,441.8420375954242,78,0.02242228309937,0,Good,Moderate,7316.3797126318295,Icy,Drunk Driving,North America,Motorcycle
3426,USA,2013,August,Thursday,Night,Urban,Main Road,Rainy,489.1535810679605,100,0.0285525815511139,0,Good,Moderate,7994.072690794053,Dry,Drunk Driving,Asia,Bicycle
3427,UK,2021,November,Tuesday,Morning,Urban,Street,Windy,152.30466819233706,45,0.1419896516810012,0,Moderate,Moderate,4855.041694188585,Dry,Distracted Driving,Australia,Car
3428,USA,2007,July,Thursday,Morning,Rural,Highway,Rainy,204.57404488772195,67,0.246450608239437,0,Good,Severe,5585.496524857979,Snow-covered,Weather,Asia,Motorcycle
3429,Brazil,2024,April,Thursday,Afternoon,Rural,Main Road,Snowy,355.5356020831466,111,0.1510808245299713,1,Moderate,Severe,2589.8772718839855,Snow-covered,Drunk Driving,Europe,Car
3430,India,2010,March,Saturday,Morning,Urban,Highway,Rainy,487.6632722164467,59,0.1103289405114049,0,Good,Minor,4645.4205812546925,Wet,Mechanical Failure,Europe,Car
3431,Russia,2001,August,Monday,Afternoon,Rural,Highway,Foggy,215.7275771743728,56,0.0637965298521905,1,Moderate,Severe,9323.257743087039,Wet,Distracted Driving,Europe,Bicycle
3432,India,2018,January,Sunday,Evening,Urban,Highway,Snowy,117.34838828427468,81,0.0197442570041289,1,Poor,Minor,1871.357659448536,Wet,Distracted Driving,South America,Car
3433,Russia,2005,September,Thursday,Night,Urban,Main Road,Foggy,287.25315163497555,74,0.233132880103915,1,Good,Moderate,361.7352974039267,Dry,Mechanical Failure,Europe,Motorcycle
3434,Canada,2014,June,Monday,Morning,Rural,Main Road,Foggy,200.8414985851969,74,0.1226635590900953,1,Good,Moderate,9942.99168757661,Icy,Distracted Driving,Australia,Car
3435,USA,2013,June,Thursday,Afternoon,Urban,Main Road,Windy,164.60691869945302,58,0.2229358239446215,1,Moderate,Moderate,2087.0018798951987,Dry,Mechanical Failure,Asia,Motorcycle
3436,USA,2005,January,Thursday,Morning,Urban,Street,Foggy,366.9133077232253,102,0.1885234573149538,1,Good,Severe,2027.6500037668125,Snow-covered,Weather,Asia,Motorcycle
3437,Russia,2023,March,Sunday,Afternoon,Urban,Highway,Windy,491.947302523595,111,0.1627302984925587,1,Poor,Moderate,6280.563734545122,Snow-covered,Speeding,Asia,Car
3438,Australia,2004,October,Saturday,Evening,Rural,Street,Windy,455.2382281982832,75,0.1753277497673581,0,Moderate,Minor,9901.478939772462,Snow-covered,Mechanical Failure,South America,Truck
3439,Canada,2003,April,Wednesday,Night,Rural,Main Road,Snowy,333.2861320316212,90,0.2006225307449769,0,Good,Moderate,468.83221620160435,Wet,Mechanical Failure,Asia,Truck
3440,Brazil,2022,November,Wednesday,Afternoon,Urban,Street,Foggy,315.973769688384,58,0.2372090982366039,0,Good,Moderate,2723.760265448699,Wet,Mechanical Failure,North America,Motorcycle
3441,Russia,2003,January,Wednesday,Afternoon,Rural,Highway,Snowy,379.712861403696,92,0.1396959557608578,0,Good,Minor,4431.222875585548,Wet,Speeding,South America,Truck
3442,UK,2010,December,Thursday,Night,Rural,Highway,Rainy,284.07813522296885,51,0.1330213492892743,1,Poor,Moderate,9207.675239714456,Wet,Mechanical Failure,North America,Truck
3443,Australia,2007,January,Wednesday,Evening,Rural,Highway,Rainy,202.28617337570296,90,0.0842346773153291,0,Poor,Severe,7499.838582019325,Snow-covered,Mechanical Failure,North America,Bicycle
3444,Brazil,2024,September,Sunday,Afternoon,Rural,Highway,Clear,403.67568606813165,109,0.047021921679718,0,Moderate,Minor,5712.739249749916,Dry,Drunk Driving,Australia,Motorcycle
3445,China,2024,August,Saturday,Night,Rural,Highway,Windy,346.6393030560809,117,0.2301293425323655,0,Poor,Moderate,6646.064838836632,Dry,Distracted Driving,Asia,Car
3446,China,2002,December,Monday,Morning,Urban,Street,Windy,57.11905444668004,44,0.0774954315831855,1,Poor,Minor,4767.297007447418,Dry,Distracted Driving,North America,Bicycle
3447,Japan,2024,November,Wednesday,Evening,Urban,Main Road,Windy,404.4381261892589,113,0.130730624837423,0,Poor,Minor,4337.522657626273,Snow-covered,Mechanical Failure,South America,Truck
3448,Canada,2016,January,Tuesday,Afternoon,Rural,Street,Clear,278.9518168550291,35,0.0551361411200428,1,Moderate,Moderate,8181.447962561833,Dry,Drunk Driving,South America,Truck
3449,Japan,2015,June,Saturday,Night,Urban,Street,Foggy,455.391529105106,66,0.0270157343032235,1,Moderate,Moderate,6798.969750085437,Dry,Mechanical Failure,Europe,Truck
3450,UK,2004,April,Wednesday,Evening,Rural,Main Road,Rainy,109.78863827443624,109,0.18940961982841,0,Poor,Moderate,2796.2029474213864,Snow-covered,Weather,Europe,Truck
3451,USA,2014,August,Saturday,Evening,Rural,Main Road,Foggy,329.5458775553395,35,0.0021256959566258,0,Good,Severe,1660.0457550971923,Snow-covered,Drunk Driving,North America,Car
3452,Canada,2001,April,Friday,Evening,Urban,Main Road,Foggy,325.28857319799926,54,0.0556067824755049,1,Poor,Moderate,3516.989611984815,Snow-covered,Distracted Driving,Australia,Motorcycle
3453,Canada,2011,February,Tuesday,Night,Urban,Highway,Rainy,426.6609131933354,79,0.1960456217319101,0,Moderate,Moderate,3579.887431108278,Wet,Distracted Driving,South America,Bicycle
3454,Brazil,2003,January,Wednesday,Night,Urban,Highway,Windy,440.1489012757086,81,0.1027602365084882,1,Good,Minor,9589.549437637817,Dry,Mechanical Failure,Australia,Bicycle
3455,India,2006,April,Sunday,Morning,Rural,Highway,Foggy,52.30709645562421,82,0.1573831947206161,0,Poor,Severe,5083.354064794458,Icy,Drunk Driving,South America,Motorcycle
3456,China,2008,February,Sunday,Morning,Urban,Highway,Clear,387.0006826595312,60,0.0750447804315103,1,Moderate,Severe,3206.751403738872,Snow-covered,Drunk Driving,North America,Truck
3457,USA,2016,March,Saturday,Night,Rural,Street,Foggy,167.19914462652187,60,0.1542741886102512,0,Moderate,Severe,1396.3560026960306,Wet,Speeding,Europe,Motorcycle
3458,Germany,2007,January,Sunday,Afternoon,Rural,Highway,Clear,231.0951320406975,110,0.1912796152272096,1,Good,Minor,8938.99325803661,Icy,Weather,Europe,Motorcycle
3459,Canada,2022,June,Monday,Morning,Rural,Highway,Rainy,285.2019177283769,45,0.1765614521734958,0,Moderate,Minor,7702.3372490393485,Dry,Mechanical Failure,North America,Car
3460,USA,2022,May,Monday,Evening,Urban,Highway,Snowy,106.37998857243512,91,0.2314366017790571,1,Poor,Severe,5471.306621305525,Icy,Mechanical Failure,South America,Motorcycle
3461,Russia,2012,June,Wednesday,Afternoon,Rural,Street,Foggy,174.95947500058995,55,0.2278308576817121,1,Good,Minor,8530.24355818617,Dry,Drunk Driving,Asia,Bicycle
3462,UK,2012,September,Tuesday,Afternoon,Urban,Main Road,Foggy,79.14184133555489,48,0.2492701630249344,0,Good,Minor,9004.541481776514,Icy,Speeding,Europe,Truck
3463,Canada,2021,October,Tuesday,Afternoon,Urban,Highway,Clear,486.26279102499007,83,0.0139219276484051,0,Good,Minor,5973.952758067503,Dry,Mechanical Failure,Australia,Bicycle
3464,India,2007,May,Saturday,Morning,Rural,Highway,Windy,306.9963875943632,92,0.1096893577318298,0,Moderate,Moderate,5394.820060079046,Icy,Speeding,South America,Bicycle
3465,USA,2023,June,Thursday,Morning,Rural,Highway,Rainy,480.6193073712124,61,0.0351774913391044,1,Moderate,Minor,7052.474759263153,Icy,Weather,Europe,Motorcycle
3466,China,2013,June,Saturday,Night,Rural,Street,Rainy,435.44390607362425,32,0.2496031357247733,1,Good,Severe,3402.0181183384016,Icy,Drunk Driving,Asia,Bicycle
3467,Canada,2001,May,Monday,Night,Urban,Highway,Foggy,229.5407520083714,50,0.1124399613204941,0,Moderate,Minor,1137.31413086863,Snow-covered,Speeding,North America,Bicycle
3468,China,2021,August,Friday,Night,Urban,Street,Foggy,434.8108534323497,85,0.1781890238716861,0,Poor,Moderate,1866.2007944934896,Snow-covered,Mechanical Failure,South America,Truck
